fighter_name,Height,Weight,Reach,Stance,DOB
Jason Miller,6.1,185 ,72,Orthodox,Dec 24 1980
Jason Novelli,6.0,155 ,75,Orthodox,Jun 08 1979
Jason Reinhardt,5.6,135 ,,Orthodox,Oct 31 1969
Jason Riley,6.6,245 ,,,Sep 22 1975
Jason Saggo,5.11,155 ,71,Orthodox,Nov 23 1985
Jason Sharp,,205 ,,,
Jason Suttie,6.0,210 ,,Orthodox,Aug 07 1973
Jason Tan,5.10,170 ,,Orthodox,Dec 17 1981
Jason Thacker,5.10,185 ,,Orthodox,Aug 18 1975
Jason Von Flue,6.0,170 ,,Orthodox,Aug 01 1975
Jason Young,5.9,145 ,73,Orthodox,Jun 28 1986
Javi Alanis,5.6,135 ,,,
Javier Vazquez,5.7,145 ,69,Southpaw,Jul 16 1977
Javy Ayala,6.1,265 ,,,Aug 20 1988
Jay Bogan,,145 ,,,
Jay Cucciniello,5.7,155 ,,Orthodox,Jul 23 1986
Jay Hieron,6.0,170 ,75,Orthodox,Jul 29 1976
Jay Silva,6.2,185 ,,Southpaw,
Jean Francois Lenogue,6.0,185 ,,Orthodox,Nov 29 1972
Jean Silva,5.6,160 ,,Orthodox,Oct 08 1977
Jeff Bedard,5.6,145 ,,Orthodox,Feb 06 1970
Jeff Cox,5.10,155 ,,Orthodox,Aug 02 1968
Jeff Crotty,,155 ,,,
Jeff Curran,5.6,135 ,69,Orthodox,Sep 02 1977
Jeff Hougland,5.7,135 ,68,Orthodox,Aug 02 1978
Jeff Hughes,6.2,250 ,78,Orthodox,May 17 1988
Jeff Joslin,6.0,170 ,,Orthodox,Apr 30 1975
Jeff Monson,5.9,247 ,74,Orthodox,Jan 18 1971
Jeff Newton,6.2,205 ,,Sideways,Dec 11 1966
Jeff Terry,6.2,205 ,,,
Jeimeson Saudino,5.6,135 ,,,Mar 05 1991
Jenel Lausa,5.5,125 ,68,Orthodox,Aug 01 1988
Jenna Castillo,5.2,125 ,,,May 05 1982
Jennifer Maia,5.4,125 ,64,Orthodox,Oct 06 1988
Jens Pulver,5.7,145 ,70,Southpaw,Dec 06 1974
Jeremiah Billington,5.9,205 ,,Orthodox,Nov 14 1977
Jeremiah Constant,6.1,240 ,,Orthodox,Jul 19 1974
Jeremiah Labiano,5.10,135 ,,,
Jeremiah Metcalf,6.1,185 ,,Orthodox,
Jeremiah O.Neal,5.8,260 ,,,Oct 25 1977
Jeremiah Riggs,6.0,185 ,,,Dec 17 1982
Jeremie Holloway,6.0,170 ,,,Sep 29 1984
Jeremy Boczulak,,,,,
Jeremy Hamilton,,185 ,,,Nov 14 1984
Jeremy Horn,6.1,185 ,74,Orthodox,Aug 25 1975
Jeremy Jackson,5.10,170 ,,Orthodox,Sep 19 1982
Jeremy Kennedy,5.11,145 ,71,Orthodox,Sep 16 1992
Jeremy Kimball,6.0,205 ,72,Switch,Jan 03 1991
Jeremy Lang,5.11,205 ,,Southpaw,May 11 1975
Jeremy Larsen,5.10,145 ,70,Orthodox,May 18 1984
Jeremy Malaterre,5.11,155 ,,,
Jeremy May,6.1,185 ,,,Oct 23 1986
Jeremy Stephens,5.8,145 ,71,Orthodox,May 25 1986
Jeremy Tavares,,135 ,,,
Jeremy Umphries,,160 ,,,
Jeremy Wallace,5.9,,,,
Jeri Sitzes,5.5,125 ,,,
Jermaine Andre,5.7,200 ,,Orthodox,
Jerome LeBanner,6.3,265 ,,Southpaw,Dec 26 1972
Jerrel Venetiaan,6.1,195 ,,Orthodox,Mar 09 1971
Jerrod Sanders,5.8,135 ,72,Orthodox,Oct 01 1979
Jerron Peoples,6.0,170 ,,,May 04 1982
Jerry Bohlander,5.11,199 ,,Orthodox,Feb 12 1974
Jess Bouscal,,155 ,,,
Jess Liaudin,5.9,170 ,72,Orthodox,
Jessamyn Duke,5.11,135 ,73,,Jun 24 1986
Jesse Bongfeldt,6.0,185 ,,Orthodox,Aug 28 1980
Jesse Finney,6.0,170 ,,,Jul 11 1974
Jesse Forbes,6.2,185 ,75,Southpaw,Oct 24 1984
Jesse Fujarczyk,6.4,225 ,,Southpaw,Jan 28 1983
Jesse Gillespie,,185 ,,,
Jesse Jones,5.9,170 ,,,
Jesse Juarez,6.1,170 ,,Orthodox,May 08 1981
Jesse Lennox,5.9,170 ,72,Orthodox,Mar 10 1982
Jesse Moreng,5.7,145 ,,Orthodox,Nov 09 1979
Jesse Ronson,5.10,155 ,72,Southpaw,Dec 24 1985
Jesse Sanders,6.0,170 ,,Orthodox,
Jesse Taylor,6.0,170 ,73,Orthodox,Jan 02 1983
Jessica Aguilar,5.3,115 ,63,Orthodox,May 08 1982
Jessica Andrade,5.1,115 ,62,Orthodox,Sep 25 1991
Jessica Eye,5.6,125 ,66,Orthodox,Jul 27 1986
Jessica Penne,5.5,115 ,67,,Jan 30 1983
Jessica Rakoczy,5.7,115 ,68,Orthodox,Apr 14 1977
Jessica-Rose Clark,5.5,125 ,64,Orthodox,Nov 28 1987
Jessin Ayari,6.0,155 ,73,Orthodox,May 31 1992
Jesus Pinedo,5.10,155 ,,,Jun 22 1996
Ji Yeon Kim,5.7,125 ,72,Orthodox,Oct 18 1989
Jianping Yang,5.7,145 ,65,Orthodox,Nov 27 1988
Jim Alers,5.9,145 ,71,Orthodox,Oct 14 1986
Jim Miller,5.8,155 ,71,Southpaw,Aug 30 1983
Jim Mullen,6.1,215 ,,Southpaw,
Jimi Manuwa,6.1,205 ,79,Orthodox,Feb 18 1980
Jimmie Rivera,5.4,135 ,68,Orthodox,Jun 29 1989
Jimmy Ambriz,6.2,315 ,,Southpaw,Jan 26 1970
Jimmy Crute,6.2,205 ,74,Orthodox,Mar 04 1996
Jimmy Quinlan,6.0,185 ,72,Orthodox,May 25 1986
Jimmy Wallhead,5.10,170 ,73,Orthodox,Mar 14 1984
Jimy Hettes,5.9,145 ,71,Southpaw,Jun 09 1987
Jin Oh Kim,5.9,205 ,,Orthodox,
Jin Soo Son,5.6,135 ,69,Orthodox,Apr 01 1993
Joachim Christensen,6.3,205 ,76,Orthodox,Nov 07 1978
Joachim Hansen,5.7,150 ,,Southpaw,May 26 1979
Joanna Jedrzejczyk,5.6,125 ,65,Orthodox,Aug 18 1987
Joanne Calderwood,5.6,125 ,65,Orthodox,Dec 23 1985
Joao Paulo Faria,5.9,155 ,,,
Joao Pierini,6.1,155 ,,Switch,Dec 11 1971
Joao Roque,5.6,155 ,,Orthodox,Jul 22 1971
Joao Zeferino,5.11,170 ,73,Orthodox,Jan 15 1986
Joaquim Silva,5.8,155 ,69,,Feb 05 1989
Joby Sanchez,5.6,135 ,68,Orthodox,Jun 24 1991
Jocelyn Jones-Lybarger,5.7,115 ,64,Orthodox,Oct 04 1985
Jodie Esquibel,5.1,115 ,64,Orthodox,May 07 1986
Joe Benoit,5.9,170 ,,Orthodox,Mar 12 1982
Joe Brammer,5.8,155 ,,Orthodox,Aug 23 1983
Joe Camacho,5.9,155 ,,Orthodox,Mar 10 1972
Joe Cason,6.3,205 ,,,Jan 19 1988
Joe Charles,6.1,260 ,,Southpaw,
Joe Doerksen,6.0,185 ,75,Orthodox,Oct 09 1977
Joe Duarte,,155 ,,,Jan 25 1977
Joe Duffy,5.10,155 ,73,Orthodox,Feb 18 1988
Joe Ellenberger,5.9,155 ,72,Orthodox,Mar 28 1985
Joe Giannetti,6.0,155 ,74,Southpaw,Jul 05 1995
Joe Gigliotti,5.11,185 ,69,Orthodox,Aug 13 1993
Joe Hernandez,,,,,
Joe Hurley,5.8,155 ,,,Jun 24 1978
Joe Jordan,5.6,155 ,,Orthodox,Jul 27 1978
Joe Lauzon,5.10,155 ,71,Orthodox,May 22 1984
Joe Lowry,5.10,155 ,72,Orthodox,Dec 12 1989
Joe Martin,5.9,170 ,,,
Joe Merritt,6.0,170 ,73,Orthodox,Mar 07 1984
Joe Moreira,5.11,195 ,,Southpaw,
Joe Neal,5.6,135 ,,,Jul 29 1986
Joe Pardo,6.1,210 ,,Southpaw,
Joe Pearson,5.10,145 ,,Orthodox,Mar 28 1978
Joe Proctor,5.10,155 ,72,Orthodox,Aug 10 1985
Joe Ray,,170 ,,,Dec 17 1984
Joe Riggs,6.0,185 ,70,Southpaw,Sep 23 1982
Joe Schilling,6.3,185 ,,,
Joe Slick,6.0,199 ,,Orthodox,Oct 17 1977
Joe Son,5.4,236 ,,Orthodox,Nov 22 1970
Joe Soto,5.6,135 ,65,Orthodox,Mar 22 1987
Joe Stevenson,5.7,145 ,70,Orthodox,Jun 15 1982
Joe Taimanglo,5.4,135 ,,,Jun 27 1984
Joe Vedepo,6.0,185 ,,Orthodox,
Joe Veres,5.7,155 ,,Orthodox,Nov 09 1977
Joe Warren,5.6,135 ,,Orthodox,Oct 31 1976
Joe Wilk,5.9,145 ,,,Apr 12 1982
Joel Alvarez,6.3,155 ,77,Orthodox,Mar 02 1994
Joel Sutton,5.11,205 ,,Orthodox,
Joel Thomas ,5.10,170 ,,,
Joey Armstrong,,,,,
Joey Beltran,6.1,185 ,75,Orthodox,Dec 08 1981
Joey Gambino,5.7,145 ,,Orthodox,Oct 26 1988
Joey Gilbert,5.11,155 ,,Orthodox,Jun 05 1976
Joey Gomez,5.10,155 ,71,Orthodox,Aug 29 1989
Joey Roberts,6.2,200 ,,,
Joey Villasenor,6.0,185 ,,Orthodox,Oct 17 1975
Johil de Oliveira,5.6,170 ,,Orthodox,
John Albert,5.8,135 ,68,,Oct 13 1986
John Alessio,5.10,155 ,72,Orthodox,Jul 05 1979
John Allan,6.1,205 ,,Orthodox,Feb 22 1993
John Campetella,5.9,235 ,,Orthodox,
John Castaneda,5.7,135 ,70,Switch,Dec 18 1991
John Cholish,5.11,155 ,72,Orthodox,Dec 17 1983
John Clarke,,170 ,,,Aug 15 1977
John Cofer,5.9,155 ,73,Southpaw,Apr 29 1984
John Devine,,,,,
John Dixson,6.0,275 ,,Orthodox,
John Dodson,5.3,135 ,66,Orthodox,Sep 26 1984
John Donaldson,5.8,145 ,,,Jul 09 1992
John Dowdy,,,,,
John Doyle,5.11,205 ,,Orthodox,Nov 21 1976
John Elam,,,,,
John Franchi,5.6,145 ,67,Orthodox,Jul 16 1982
John Gunderson,5.9,155 ,69,Orthodox,Jan 05 1979
John Gunther,5.9,155 ,72,Orthodox,Nov 24 1985
John Halverson,5.9,155 ,,Southpaw,Sep 08 1972
John Hathaway,6.1,170 ,75,Orthodox,Jul 23 1987
John Hosman,5.10,135 ,,Southpaw,Nov 13 1980
John Howard,5.7,170 ,71,Orthodox,Mar 01 1983
John Kelly,5.9,170 ,,,Aug 02 1978
John Kolosci,5.11,185 ,,Orthodox,Nov 26 1974
John Kuhner,,170 ,,,Oct 12 1982
John Lewis,6.0,155 ,,Southpaw,
John Lineker,5.3,135 ,67,Orthodox,Jun 12 1990
John Lober,5.11,199 ,,Orthodox,Feb 26 1968
John Maguire,5.9,155 ,69,Southpaw,May 19 1983
John Makdessi,5.8,155 ,68,Orthodox,May 03 1985
John Marsh,6.0,265 ,,Orthodox,Sep 15 1970
John Matua,6.2,400 ,,Orthodox,
John Moraga,5.6,125 ,66,Orthodox,Mar 20 1984
John Paul Elias,6.4,205 ,,,
John Phillips,5.11,185 ,75,Southpaw,Jun 09 1985
John Polakowski,5.10,155 ,,Orthodox,Jun 21 1981
John Reedy,5.8,155 ,,,
John Renken,6.0,190 ,,Orthodox,
John Richard,,205 ,,,May 22 1982
John Salgado,5.10,170 ,,,
John Salter,6.1,185 ,74,Southpaw,Mar 21 1985
John Teixeira,5.7,145 ,,Orthodox,Nov 18 1986
John Yoo,,135 ,,,
Johnny Bedford,5.10,135 ,71,Orthodox,Jan 06 1983
Johnny Case,5.10,155 ,72,Orthodox,Jun 28 1989
Johnny Cisneros,5.11,170 ,,,Feb 05 1980
Johnny Eduardo,5.7,135 ,71,Orthodox,Aug 03 1978
Johnny Rees,6.0,170 ,,Orthodox,Oct 21 1982
Johnny Rhodes,6.0,210 ,,Orthodox,
Johnny Sampaio,5.8,170 ,,Orthodox,Sep 11 1975
Johnny Walker,6.5,205 ,82,Orthodox,Mar 30 1992
Johny Hendricks,5.9,185 ,69,Southpaw,Sep 12 1983
Jon Delos Reyes,5.6,125 ,67,Orthodox,Aug 19 1987
Jon Fitch,6.0,170 ,76,Orthodox,Feb 24 1978
Jon Hess,6.7,295 ,,,
Jon Jones,6.4,205 ,84,Orthodox,Jul 19 1987
Jon Koppenhaver,5.11,170 ,,Orthodox,Nov 30 1981
Jon Madsen,6.0,240 ,72,Orthodox,Feb 12 1980
Jon Manley,6.1,170 ,75,Orthodox,Jul 07 1986
Jon Murphy,6.3,260 ,,Orthodox,Aug 09 1977
Jon Olav Einemo,6.6,253 ,,Orthodox,Dec 10 1975
Jon Tuck,5.11,155 ,73,Orthodox,Aug 28 1984
Jonatas Novaes,5.11,170 ,,,Mar 02 1981
Jonathan  Mix,6.0,168 ,,,Nov 09 1980
Jonathan Brookins,6.0,145 ,73,Southpaw,Aug 13 1985
Jonathan Contrestano,,155 ,,,
Jonathan Goulet,6.0,170 ,73,Orthodox,Jul 13 1979
Jonathan Martinez,5.8,135 ,70,Southpaw,Apr 20 1986
Jonathan Meunier,6.3,170 ,75,Switch,Aug 04 1987
Jonathan Pearce,6.0,155 ,71,Switch,May 01 1992
Jonathan Rivera,,155 ,,,
Jonathan Santa Maria,5.9,125 ,,,
Jonathan Wiezorek,6.3,250 ,,Southpaw,Feb 10 1978
Jonathan Wilson,6.2,205 ,75,Southpaw,Jul 17 1987
Jonavin Webb,5.10,170 ,71,Orthodox,Apr 28 1989
Jong Man Kim,5.7,139 ,,Orthodox,Mar 03 1978
Jong Wang Kim,6.1,240 ,,,
Jong Won Kim,5.7,139 ,,Orthodox,
Jonny Carson,5.10,155 ,,,
Jonny Goh,5.11,155 ,,,
Jordan Bailey,5.9,145 ,,,
Jordan Dowdy,,170 ,,,
Jordan Espinosa,5.6,125 ,71,Orthodox,Nov 08 1989
Jordan Goodwin,,155 ,,,
Jordan Griffin,5.10,145 ,72,Southpaw,Feb 28 1990
Jordan Johnson,6.2,205 ,79,Orthodox,Nov 18 1988
Jordan Mein,6.0,170 ,73,Orthodox,Oct 10 1989
Jordan Parsons,5.9,145 ,,,Aug 26 1990
Jordan Radev,5.7,185 ,,Southpaw,Sep 28 1976
Jordan Rinaldi,5.10,145 ,72,Orthodox,Sep 25 1987
Jordan Williams,6.0,170 ,75,Southpaw,Oct 13 1990
Jordan Wright,6.2,185 ,77,Orthodox,Oct 07 1991
Jorge Gurgel,5.7,155 ,69,Orthodox,Jan 25 1977
Jorge Interiano,6.1,205 ,,,
Jorge Lopez,5.10,170 ,,Orthodox,Nov 21 1988
Jorge Masvidal,5.11,170 ,74,Orthodox,Nov 12 1984
Jorge Oliveira,6.1,205 ,,,
Jorge Ortiz,6.0,185 ,,Orthodox,
Jorge Patino,5.8,170 ,,Orthodox,Aug 05 1973
Jorge Rivera,6.1,185 ,73,Orthodox,Feb 28 1972
Jorge Santiago,6.1,170 ,74,Orthodox,Oct 09 1980
Jorge de Oliveira,5.8,155 ,71,Orthodox,Jan 22 1980
Jorgen Kruth,6.2,205 ,,,May 08 1974
Jose Aldo,5.7,145 ,70,Orthodox,Sep 09 1986
Jose Barreto,,185 ,,Southpaw,
Jose Canseco,6.4,240 ,,Orthodox,Jul 02 1964
Jose Landi-Jons,5.11,170 ,,Orthodox,Sep 09 1973
Jose Maria,5.5,125 ,,Orthodox,Jan 04 1982
Jose Palacios,5.9,145 ,,Orthodox,
Jose Perez,,,,,
Jose Quinonez,5.8,135 ,69,,Jul 28 1990
Jose Santibanez,,155 ,,,Jan 18 1980
Jose Torres,5.4,125 ,65,Orthodox,Aug 02 1992
Joseph Benavidez,5.4,125 ,65,Southpaw,Jul 31 1984
Joseph Morales,5.6,125 ,69,Switch,Aug 22 1994
Joseph Sandoval,5.7,135 ,,Southpaw,May 11 1986
Joseph Solecki,5.9,155 ,71,Orthodox,Aug 27 1993
Josh Appelt,5.10,255 ,73,Southpaw,Jun 19 1983
Josh Barnett,6.3,250 ,78,Orthodox,Nov 10 1977
Josh Bennett,6.4,259 ,,Orthodox,
Josh Bryant,5.10,185 ,,Orthodox,Apr 23 1980
Josh Bumgarner,6.1,170 ,,,
Josh Burns,6.1,244 ,,,May 15 1978
Josh Clopton,5.6,145 ,68,Orthodox,Jul 11 1981
Josh Copeland,6.1,265 ,75,Orthodox,Oct 20 1982
Josh Diekmann,5.4,246 ,,,Oct 09 1976
Josh Emmett,5.6,145 ,70,Orthodox,Mar 04 1985
Josh Epps,,130 ,,,Aug 23 1986
Josh Ferguson,5.5,125 ,66,Orthodox,May 13 1988
Josh Grispi,5.11,145 ,74,Orthodox,Oct 14 1988
Josh Haynes,5.9,170 ,,Orthodox,Jul 30 1977
Josh Hendricks,6.2,235 ,,Southpaw,Aug 28 1976
Josh Janousek,5.11,185 ,73,Orthodox,Sep 25 1980
Josh Jarvis,,,,,
Josh Koscheck,5.10,170 ,73,Orthodox,Nov 30 1977
Josh LaBerge,5.10,145 ,,,
Josh McDonald,,185 ,,,
Josh Neal,6.0,185 ,,,
Josh Neer,5.11,170 ,72,Orthodox,Mar 24 1983
Josh Paiva,5.6,125 ,,,Apr 05 1991
Josh Parisian,6.4,265 ,,Orthodox,Jun 28 1989
Josh Pulsifer,5.10,145 ,,,Mar 16 1983
Josh Rafferty,6.0,170 ,,Orthodox,Jan 06 1981
Josh Samman,6.3,185 ,79,Orthodox,Mar 14 1988
Josh San Diego,5.10,135 ,,,
Josh Shockley,6.1,155 ,74,Orthodox,Nov 15 1989
Josh Shockman,6.4,235 ,,Southpaw,Dec 29 1980
Josh Smith,6.0,155 ,,Orthodox,Jul 02 1982
Josh Stansbury,6.2,205 ,74,,Nov 19 1984
Josh Stuart,5.9,160 ,,,
Josh Thomson,5.10,155 ,71,Orthodox,Sep 21 1978
Josh Thornburg,6.0,170 ,,,May 24 1984
Joshua Burkman,5.10,170 ,72,Orthodox,Apr 10 1980
Joshua Sampo,5.4,125 ,64,Orthodox,Jul 24 1984
Journey Newson,,135 ,,,Mar 07 1989
Juan Adams,6.5,265 ,80,Orthodox,Jan 16 1992
Juan Alcain,,,,,
Juan Espino,6.4,250 ,82,,Oct 09 1980
Juan Miranda,,155 ,,,
Juan Mott,6.0,190 ,,Switch,
Juan Puig,5.9,145 ,72,Orthodox,Apr 23 1989
Jules Bruchez,6.0,205 ,,Southpaw,Aug 16 1977
Julia Avila,5.4,135 ,,,May 11 1988
Julia Budd,5.7,145 ,67,,Jul 04 1983
Julian Erosa,6.1,145 ,74,Southpaw,Jul 31 1989
Julian Marquez,6.2,185 ,75,Orthodox,May 08 1990
Julian Sanchez,6.3,300 ,,Orthodox,
Juliana Lima,5.5,115 ,65,Orthodox,Mar 15 1982
Julianna Pena,5.6,135 ,69,,Aug 19 1989
Julie Kedzie,5.5,135 ,64,Orthodox,Mar 18 1981
Julija Stoliarenko,5.7,145 ,66,,Apr 08 1993
Julio Arce,5.7,145 ,70,Southpaw,Oct 27 1989
Julio Cesar Neves Jr.,5.8,145 ,,,Apr 25 1994
Julio Paulino,6.0,170 ,,Orthodox,Dec 04 1975
Jumabieke Tuerxun,5.7,135 ,67,Orthodox,Apr 17 1986
Jun Yong Park,6.0,170 ,,,Feb 27 1991
Junie Browning,5.9,155 ,,Orthodox,May 12 1984
Junior Albini,6.3,264 ,74,Orthodox,Mar 15 1991
Junior Assuncao,5.9,145 ,72,Orthodox,Jun 24 1981
Junior Barata,5.10,170 ,,Orthodox,Jan 25 1982
Junior Dos Santos,6.4,238 ,77,Orthodox,Jan 30 1984
Junior Hernandez,5.9,135 ,69,Orthodox,Jul 22 1986
Junya Kudo,,135 ,,Orthodox,
Jussier Formiga,5.5,125 ,67,Orthodox,Apr 14 1985
Justin Bruckmann,5.9,170 ,,Orthodox,
Justin Buchholz,6.0,155 ,73,Orthodox,Aug 22 1983
Justin Davis,5.11,205 ,,,Apr 01 1983
Justin DeMoney,,170 ,,,Jul 01 1985
Justin Edwards,5.10,155 ,70,Orthodox,Jan 26 1983
Justin Eilers,6.1,235 ,,Orthodox,Jun 28 1978
Justin Frazier,6.0,265 ,75,Southpaw,Jun 15 1989
Justin Gaethje,5.11,155 ,70,Orthodox,Nov 14 1988
Justin Gonzales,5.9,145 ,72,Orthodox,Apr 28 1991
Justin Governale,,145 ,,,
Justin Guthrie,6.1,170 ,,,Jan 19 1981
Justin Haskins,5.10,170 ,,Orthodox,Aug 30 1979
Justin Hawes,5.11,205 ,,,Jan 13 1979
Justin James,5.10,155 ,,Orthodox,Nov 08 1976
Justin Jones,5.11,185 ,78,Orthodox,Sep 06 1987
Justin Lawrence,5.8,145 ,67,Orthodox,May 15 1990
Justin Ledet,6.4,205 ,80,Orthodox,Sep 28 1988
Justin Levens,5.11,185 ,,Orthodox,Apr 18 1980
Justin Martin,6.0,185 ,,,
Justin McCully,6.1,225 ,73,Orthodox,Feb 18 1976
Justin McElfresh,6.6,205 ,,Orthodox,Jan 04 1980
Justin Patterson,5.10,170 ,,,Dec 07 1985
Justin Pennington,5.4,,,,
Justin Robbins,5.5,135 ,,,Jul 29 1980
Justin Salas,5.8,155 ,70,Southpaw,Mar 13 1982
Justin Scoggins,5.7,125 ,66,Southpaw,May 02 1992
Justin Smitley,,145 ,,,
Justin Sumter,6.2,185 ,80,Southpaw,Nov 16 1989
Justin Wilcox,5.6,155 ,,Orthodox,Mar 12 1979
Justin Willis,6.1,264 ,78,Southpaw,Jul 19 1987
Justin Wren,6.2,265 ,,Orthodox,Apr 27 1987
Justine Kish,5.5,125 ,64,Orthodox,Apr 13 1988
Jutaro Nakao,5.9,170 ,,Southpaw,Nov 30 1970
KJ Noons,5.10,155 ,72,Orthodox,Dec 07 1982
Kai Kara-France,5.5,125 ,69,Orthodox,Mar 26 1993
Kailin Curran,5.4,115 ,65,Orthodox,Apr 11 1991
Kain Royer,,185 ,,,
Kaitlin Young,5.9,135 ,,Orthodox,Sep 15 1985
Kajan Johnson,5.11,155 ,75,Orthodox,Apr 21 1984
Kaleo Kwan,5.7,155 ,,,Aug 01 1970
Kali Robbins,5.3,115 ,63,Orthodox,Jul 05 1984
Kalib Starnes,6.3,185 ,74,Orthodox,Jan 06 1975
Kalindra Faria,5.7,125 ,,Switch,Jul 23 1986
Kaline Medeiros,5.3,115 ,,,
Kamal Shalorus,5.8,155 ,68,Orthodox,Aug 27 1972
Kamaru Usman,6.0,170 ,76,Switch,May 11 1987
Kamuela Kirk,5.9,145 ,,,Apr 13 1994
Karen Darabedyan,5.7,155 ,68,Orthodox,Dec 18 1986
Karine Gevorgyan,5.4,125 ,63,,Mar 09 1989
Karl Amoussou,5.11,185 ,,Orthodox,Nov 21 1985
Karl Reed,6.3,205 ,78,Orthodox,Oct 27 1988
Karl Roberson,6.1,205 ,74,Southpaw,Oct 04 1990
Karl Willis,,,,,
Karla Benitez,5.3,113 ,,,
Karlos Vemola,6.0,185 ,75,Orthodox,Jul 03 1985
Karo Parisyan,5.10,170 ,72,Orthodox,Aug 28 1982
Karol Rosa,5.6,135 ,,,Dec 30 1994
Karolina Kowalkiewicz,5.3,115 ,64,Orthodox,Oct 15 1985
Katlyn Chookagian,5.9,125 ,68,Orthodox,Dec 28 1988
Katsuhiko Nagata,5.7,154 ,,Southpaw,Oct 31 1973
Katsuhisa Fujii,6.0,205 ,,Orthodox,Aug 15 1972
Katsunori Kikuno,5.8,145 ,66,Orthodox,Oct 31 1981
Katsuya Inoue,5.9,168 ,,Southpaw,Aug 10 1979
Katsuyori Shibata,6.0,168 ,,Orthodox,Nov 17 1979
Kazuhiro Hamanaka,6.0,185 ,,Southpaw,Oct 24 1978
Kazuhiro Nakamura,5.11,205 ,70,Orthodox,Jul 16 1979
Kazuhisa Watanabe,5.6,139 ,,,May 18 1983
Kazuki Okubo,5.11,175 ,,Orthodox,
Kazuki Tokudome,5.11,155 ,73,Southpaw,Mar 04 1987
Kazunari Murakami,6.1,220 ,,Orthodox,Nov 29 1973
Kazunori Yokota,5.8,154 ,,Orthodox,Apr 03 1978
Kazuo Misaki,5.8,183 ,,Orthodox,Apr 25 1976
Kazushi Sakuraba,6.0,185 ,,Southpaw,Jul 14 1969
Kazuyuki Fujita,6.0,235 ,,Orthodox,Oct 16 1970
Kazuyuki Miyata,5.8,139 ,,Orthodox,
Keenan Raymond,,165 ,,,
Keigo Kunihara,6.0,235 ,,Orthodox,
Keiichiro Yamamiya,5.11,185 ,,Southpaw,Jul 12 1972
Keisuke Fujiwara,5.6,139 ,,Switch,
Keita Nakamura,5.11,170 ,73,Southpaw,May 22 1984
Keith Berish,6.0,205 ,73,Orthodox,Nov 14 1985
Keith Berry,6.1,185 ,,,Oct 25 1987
Keith Hackney,5.11,200 ,,Sideways,
Keith Jardine,6.2,185 ,76,Orthodox,Oct 31 1975
Keith Mielke,5.8,185 ,,,
Keith Rockel,6.0,185 ,,Orthodox,
Keith Wisniewski,6.0,170 ,75,Orthodox,Oct 25 1981
Kelly Dullanty,5.8,155 ,,Orthodox,Nov 04 1977
Kelly Faszholz,5.8,135 ,67,Orthodox,Apr 09 1985
Kelly Kobold,5.6,135 ,,Orthodox,Feb 25 1983
Kelly Velasco,5.9,135 ,,Orthodox,May 21 1995
Kelvin Gastelum,5.9,185 ,71,Southpaw,Oct 24 1991
Kemran Lachinov,,170 ,,,
Ken Kaneko,6.0,161 ,,Orthodox,
Ken Shamrock,6.1,205 ,72,Orthodox,Feb 11 1964
Ken Stone,5.8,135 ,71,,Oct 08 1982
Kendall Grove,6.6,185 ,79,Orthodox,Nov 12 1982
Kengo Ura,5.9,165 ,,,Jun 20 1981
Kengo Watanabe,6.4,220 ,,Orthodox,Jan 31 1976
Kenichi Yamamoto,6.0,170 ,,Orthodox,Jul 11 1976
Kenji Arai,5.10,145 ,,Southpaw,Oct 05 1979
Kenji Osawa,5.7,135 ,66,Orthodox,Nov 04 1976
Kenneth Alexander,5.9,155 ,,Orthodox,Sep 25 1977
Kenneth Bergh,6.2,205 ,76,Orthodox,Jun 26 1989
Kenneth Seegrist,6.0,185 ,,Orthodox,
Kenny Florian,5.10,145 ,74,Southpaw,May 26 1976
Kenny Giddens,5.11,155 ,,,
Kenny Robertson,5.10,170 ,74,Orthodox,Feb 14 1984
Kenyon Jackson,6.0,185 ,,,
Kerry Schall,6.2,265 ,,Orthodox,Aug 09 1971
Kerry Vera,5.7,135 ,,Orthodox,
Kestutis Smirnovas,5.10,200 ,,Orthodox,
Ketlen Vieira,5.8,135 ,68,Orthodox,Aug 26 1991
Kevin Aguilar,5.7,145 ,73,Orthodox,Sep 07 1988
Kevin Burns,5.10,170 ,74,Orthodox,Mar 03 1980
Kevin Casey,5.11,185 ,77,Southpaw,Jun 15 1981
Kevin Engel,6.2,170 ,,,
Kevin Ferguson,6.2,235 ,,Orthodox,Feb 08 1974
Kevin Gray,5.4,125 ,67,Orthodox,May 03 1985
Kevin Haley,6.2,205 ,,,
Kevin Holland,6.3,185 ,81,Orthodox,Nov 05 1992
Kevin Jackson,5.10,199 ,,Switch,
Kevin Jordan,6.3,245 ,,Orthodox,Dec 31 1970
Kevin Knabjian,5.10,170 ,,Orthodox,Jul 05 1984
Kevin Lee,5.9,170 ,77,Orthodox,Sep 04 1992
Kevin Randleman,5.10,205 ,,Orthodox,Aug 10 1971
Kevin Roddy,5.11,145 ,,,
Kevin Rosier,6.4,275 ,,Orthodox,
Kevin Souza,6.0,145 ,74,Orthodox,Oct 17 1984
Kevin Syler,5.9,155 ,,,Jul 29 1993
Khabib Nurmagomedov,5.10,155 ,70,Orthodox,Sep 20 1988
Khadis Ibragimov,6.2,205 ,,,May 21 1995
Khalid Murtazaliev,6.0,185 ,76,Orthodox,Jul 15 1993
